INSEE,community_size
44099,2028
44100,2350
44101,6430
44102,3246
44103,7259
44104,851
44105,379
44106,1786
44107,1936
44108,2919
44109,323975
44110,9276
44111,2285
44112,602
44113,4284
44114,27908
44115,3938
44116,3134
44117,3308
44118,1433
44119,2012
44120,5408
44121,430
44122,3808
44123,1007
44124,765
44125,2270
44126,4465
44127,2771
44128,5371
44129,11161
44130,6557
44131,16297
44132,11440
44133,2972
44134,1093
44135,4108
44136,1264
44137,3541
44138,1176
44139,1396
44140,1550
44141,1303
44142,1992
44143,43710
44144,2416
44145,3107
44146,2227
44148,709
44149,4001
44150,4014
44151,6923
44152,2986
44153,1815
44154,14605
44155,3492
44156,3061
44157,1749
44158,7708
44159,1259
44161,3838
44162,48135
44163,4870
44164,2367
44165,2367
44166,6101
44168,4150
44169,7498
44170,989
44171,1972
44172,15588
44173,2173
44174,2268
44175,4911
44176,3247
44178,2613
44179,5203
44180,6605
44182,5322
44183,2775
44184,73139
44185,3311
44186,7112
44187,4723
44188,9270
44189,2431
44190,28169
44192,2675
44193,1559
44194,8644
44195,9250
44196,1656
44197,1664
44198,8897
44199,2059
44200,350
44201,7423
44202,1829
44203,2045
44204,10661
44205,2523
44206,1892
44207,1104
44208,941
44209,9863
44210,8064
44211,4829
44212,9639
44213,7607
44214,2080
44215,26140
44216,4085
44217,6305
44218,696
44220,1640
44221,1555
44222,1246
44223,3725
44224,1732
45001,207
45002,388
45004,13823
45005,264
45006,1120
45008,1981
45009,1166
45010,1143
45011,212
45012,187
45013,235
45014,513
45015,712
45016,995
45017,342
45018,989
45019,681
45020,1005
45021,319
45022,453
45023,116
45024,2104
45025,1569
45026,984
45027,401
45028,7525
45029,1810
45030,2150
45031,1543
45032,325
45033,393
45034,2144
45035,1155
45036,869
45037,515
45038,425
45039,726
45040,1893
45041,112
45042,1966
45043,1026
45044,168
45045,326
45046,1071
45047,430
45049,1249
45050,1362
45051,1775
45052,97
45053,5309
45054,556
45055,569
45056,328
45058,183
45059,194
45060,804
45061,2472
45062,1515
45063,951
45064,460
45065,243
45066,690
45067,3991
45068,12950
45069,966
45070,62
45072,1596
45073,491
45074,117
45075,10398
45076,239
45077,632
45078,255
45079,156
45080,364
45081,629
45082,8330
45083,2152
45084,454
45085,1900
45086,286
45087,3160
45088,303
45089,8827
45091,332
45092,1499
45093,2697
45094,225
45095,2102
45096,533
45097,1228
45098,3492
45099,525
45100,515
45101,280
45102,366
45103,1569
45104,2871
45105,77
45107,318
45108,2330
45109,552
45110,313
45111,454
45112,353
45113,265
45114,242
45115,3972
45116,980
45118,344
45119,2496
45120,175
45121,484
45122,1489
45123,1895
45124,178
45125,116
45126,2903
45127,3316
45129,1386
45130,1431
45131,399
45132,358
45133,579
45134,1457
45135,316
45136,540
45137,743
45138,51
45139,510
45141,158
45142,3821
45143,34
45144,1227
45145,3783
45146,7564
45147,21276
45148,1739
45149,275
45150,185
45151,261
45152,215
45153,752
45154,2091
45155,13974
45156,620
45157,420
45158,332
45159,196
45160,712
45161,816
45162,538
45164,661
45165,621
45166,292
45167,1733
45168,560
45169,9718
45170,167
45171,562
45173,4725
45174,271
45175,1473
45176,434
45177,240
45178,1408
45179,3150
45180,82
45181,90
45182,1257
45183,140
45184,404
45185,309
45186,592
45187,3035
45188,2553
45189,256
45191,8239
45193,2185
45194,2922
45195,576
45196,1533
45197,1729
45198,309
45199,506
45200,1463
45201,182
45202,1019
45203,6635
45204,835
45205,267
45206,325
45207,414
45208,15521
45209,310
45210,754
45212,1295
45213,642
45214,243
45215,245
45216,134
45217,172
45218,116
45219,197
45220,593
45222,1518
45223,362
45224,5024
45225,370
45226,1386
45227,1190
45228,1206
45229,2627
45230,742
45231,141
45232,22867
45233,405
45234,118632
45235,4226
45237,125
45238,723
45239,419
45240,1335
45241,558
45242,271
45243,319
45244,2723
45245,1137
45246,139
45247,3754
45248,2281
45249,932
45250,254
45251,320
45252,9167
45253,1810
45254,2458
45255,451
45256,250
45257,508
45258,3482
45259,1155
45260,257
45261,1327
45262,142
45263,308
45264,190
45265,415
45266,205
45268,619
45269,3632
45270,2055
45271,991
45272,3371
45273,3061
45274,7780
45275,455
45276,513
45277,465
45278,1133
45279,1922
45280,1115
45281,970
45282,3156
45283,170
45284,21880
45285,16678
45286,9303
45288,405
45289,1220
45290,1788
45291,1282
45292,868
45293,1180
45294,136
45296,767
45297,1047
45298,6178
45299,268
45300,4214
45301,408
45302,16563
45303,645
45305,213
45306,802
45307,1123
45308,3301
45309,719
45310,1709
45311,682
45312,483
45313,827
45314,459
45315,5279
45316,813
45317,1394
45320,424
45321,731
45322,189
45323,226
45324,2384
45325,292
45326,401
45327,3531
45328,300
45329,1313
45330,221
45331,623
45332,1520
45333,1992
45334,640
45335,1983
45336,881
45337,294
45338,7149
45339,492
45340,581
45341,206
45342,397
45343,214
45344,1121
45345,1162
45346,2283
45347,831
45348,715
46001,535
46002,66
46003,715
46004,227
46005,342
46006,387
46007,1006
46008,213
46009,651
46010,380
46011,365
46012,565
46013,176
46015,1505
46016,401
46017,145
46018,140
46020,244
46021,731
46022,210
46023,523
46024,416
46026,118
46027,120
46028,1093
46029,2101
46030,353
46031,134
46032,408
46033,585
46034,323
46035,190
46036,128
46037,93
46038,1397
46039,226
46040,233
46041,165
46042,20877
46043,207
46044,619
46045,1151
46046,467
46047,175
46049,205
46050,145
46051,399
46052,262
46053,437
46054,388
46055,1137
46056,111
46057,629
46058,428
46059,233
46060,229
46061,182
46062,442
46063,1871
46064,903
46065,450
46066,642
46068,173
46069,167
46070,601
46072,311
46073,437
46074,418
46075,242
46076,353
46078,99
46079,104
46080,792
46081,76
46082,369
46083,1141
46084,322
46085,241
46086,645
46087,674
46088,844
46089,962
46090,150
46091,214
46092,224
46093,90
46094,273
46095,1066
46096,98
46097,114
46098,307
46100,712
46101,468
46102,10472
46103,1029
46104,100
46105,797
46106,249
46107,175
46108,428
46109,510
46111,171
46112,245
46113,311
46114,368
46115,170
46116,76
46117,713
46118,690
46119,292
46120,340
46121,149
46122,108
46123,372
46124,313
46125,337
46126,225
46127,4108
46128,3527
46129,298
46130,227
46131,174
46132,540
46133,268
46134,280
46135,51
46136,277
46137,1266
46138,938
46139,208
46140,378
46142,171
46143,1313
46144,268
46145,806
46146,95
46147,126
46148,1831
46149,716
46151,120
46152,305
46153,596
46154,363
46155,139
46156,1250
46157,139
46159,235
46160,439
46161,254
46162,207
46163,292
46164,262
46165,473
46167,106
46168,188
46169,213
46170,950
46171,230
46172,516
46173,755
46174,241
46175,950
46176,712
46177,532
46178,262
46179,132
46180,618
46181,100
46182,1815
46183,205
46184,362
46185,1666
46186,369
46187,534
46188,310
46189,514
46190,132
46191,1160
46192,277
46193,468
46194,185
46195,366
46196,100
46197,1187
46198,111
46199,354
46200,272
46201,1820
46202,554
46203,218
46204,609
46205,327
46206,126
46207,306
46208,298
46209,171
46210,69
46211,355
46212,73
46213,164
46214,394
46215,635
46216,687
46217,448
46218,190
46219,359
46220,813
46221,542
46222,195
46223,176
46224,3664
46225,2460
46226,237
46227,226
46228,733
46229,1033
46230,90
46231,1969
46232,1030
46233,110
46234,102
46235,176
46236,143
46237,382
46238,288
46239,217
46240,643
46241,194
46242,184
46243,192
46244,95
46245,78
46246,75
46247,159
46249,125
46250,83
46251,3574
46252,320
46253,183
46254,144
46255,347
46256,202
46257,125
46258,164
46259,143
46260,230
46262,647
46263,713
46264,207
46265,338
46266,546
46267,581
46268,913
46269,63
46270,245
46271,421
46272,275
46273,871
46276,190
46277,209
46279,213
46280,183
46281,207
46282,94
46283,324
46284,413
46286,181
46288,223
46289,159
46290,349
46292,192
46293,495
46294,149
46295,216
46296,453
46297,1232
46299,124
46301,525
46302,137
46303,131
46304,138
46305,308
46306,89
46307,646
46308,103
46309,3519
46310,128
46311,1351
46312,275
46313,451
46314,214
46315,170
46316,295
46317,494
46318,244
46319,173
46320,332
46321,378
46322,840
46323,101
46324,218
46328,347
46329,328
46330,1328
46332,339
46333,183
46334,1622
46335,411
46336,380
46337,266
46338,78
46339,377
46340,377
47001,33464
47002,109
47003,430
47004,4562
47005,492
47006,606
47007,170
47008,114
47009,237
47010,227
47011,206
47012,313
47013,335
47014,209
47015,2070
47016,1179
47017,424
47018,179
47019,1010
47020,192
47021,1592
47022,547
47023,359
47024,1673
47025,556
47026,239
47027,3042
47028,868
47029,508
47030,215
47031,5725
47032,6372
47033,415
47034,646
47035,408
47036,381
47037,257
47038,637
47039,36
47040,2136
47041,762
47042,190
47043,1274
47044,312
47045,477
47046,625
47047,188
47048,1358
47049,2481
47050,131
47051,2441
47052,4574
47053,382
47054,1819
47055,523
47056,926
47057,1390
47058,258
47059,265
47060,1128
47061,781
47062,421
47063,164
47064,245
47065,2792
47066,923
47067,401
47068,1110
47069,3162
47070,873
47071,245
47072,111
47073,203
47074,366
47075,1101
47076,286
47077,869
47078,1403
47079,535
47080,136
47081,731
47082,217
47083,105
47084,276
47085,300
47086,1239
47087,172
47088,623
47089,152
47090,374
47091,2230
47092,398
47093,356
47094,825
47095,882
47096,210
47097,1031
47098,365
47099,638
47100,5668
47101,1358
47102,748
47103,234
47104,257
47105,287
47106,4854
47107,314
47108,253
47109,296
47110,1679
47111,606
47112,435
47113,144
47114,397
47115,261
47117,1030
47118,187
47119,564
47120,105
47121,302
47122,188
47123,423
47124,218
47125,321
47126,96
47127,834
47128,1145
47129,284
47130,332
47131,714
47132,228
47133,609
47134,375
47135,391
47136,138
47137,1376
47138,1662
47139,89
47140,702
47141,289
47142,769
47143,2322
47144,594
47145,3742
47146,1439
47147,695
47148,205
47150,373
47151,426
47152,413
47154,376
47155,667
47156,864
47157,18008
47158,177
47159,1517
47160,185
47161,117
47162,222
47163,615
47164,115
47165,1389
47167,1495
47168,3194
47169,1231
47170,638
47171,445
47172,612
47173,893
47174,753
47175,2383
47176,186
47177,195
47178,410
47179,2061
47180,645
47181,274
47182,247
47183,172
47184,264
47185,2720
47186,785
47187,330
47188,295
47189,148
47190,594
47191,855
47192,79
47193,203
47194,326
47195,7344
47196,218
47197,256
47198,341
47199,321
47200,115
47201,9570
47202,316
47203,2391
47204,286
47205,209
47206,569
47207,210
47208,205
47209,4259
47210,1876
47211,230
47212,295
47213,1022
47214,694
47215,3813
47216,692
47217,934
47218,244
47219,182
47220,303
47221,624
47222,495
47223,210
47224,167
47225,2087
47226,537
47227,179
47228,727
47229,228
47230,404
47231,177
47232,523
47233,3258
47234,683
47235,475
47236,107
47237,513
47238,1639
47239,863
47240,289
47241,696
47242,531
47244,392
47245,95
47246,1530
47247,258
47248,578
47249,527
47250,127
47251,325
47252,6631
47253,650
47254,316
47255,177
47256,106
47257,621
47258,322
47259,107
47260,420
47262,427
47263,623
47264,1124
47265,385
47266,200
47267,297
47269,863
47271,361
47272,201
47273,193
47274,402
47275,202
47276,306
47277,338
47278,484
47279,359
47280,2377
47281,250
47282,240
47283,1193
47284,300
47285,912
47286,106
47287,269
47288,538
47289,535
47290,555
47291,646
47292,582
47293,405
47294,220
47295,310
47296,157
47297,144
47298,216
47299,177
47300,1192
47301,1073
47302,658
47303,235
47304,63
47305,392
47306,1067
47307,205
47308,225
47309,460
47310,9355
47311,141
47312,774
47313,139
47314,405
47315,922
47316,679
47317,574
47318,1010
47319,110
47320,390
47321,320
47323,22425
47324,1315
47325,465
47326,1711
47327,409
47328,569
48001,180
48002,582
48003,258
48004,223
48005,338
48007,50
48008,202
48009,2373
48010,378
48012,366
48013,1025
48015,190
48016,576
48017,1103
48018,787
48019,212
48020,65
48021,157
48025,451
48026,266
48027,1088
48028,154
48029,148
48030,395
48031,79
48032,228
48034,2220
48036,129
48037,122
48038,550
48039,1500
48041,77
48042,935
48043,535
48044,88
48045,303
48046,69
48048,66
48050,466
48051,741
48053,197
48054,55
48055,187
48056,415
48058,160
48059,312
48061,2110
48063,229
48064,378
48065,80
48067,102
48068,164
48069,53
48070,766
48071,67
48072,239
48073,99
48074,242
48075,924
48077,49
48079,117
48080,3080
48081,326
48082,102
48083,156
48085,98
48086,214
48087,275
48088,141
48089,504
48090,742
48091,53
48092,4928
48094,987
48095,13147
48096,926
48097,225
48098,100
48099,2140
48100,120
48103,1264
48104,589
48105,387
48106,103
48107,186
48108,78
48110,106
48111,245
48112,169
48115,166
48116,586
48117,123
48119,263
48121,249
48123,178
48124,104
48126,370
48127,1312
48128,614
48129,235
48130,125
48131,140
48132,1412
48135,182
48136,152
48137,649
48138,69
48139,253
48140,4800
48141,113
48144,278
48145,163
48146,942
48147,694
48148,532
48149,38
48150,202
48151,66
48152,272
48153,93
48155,471
48156,893
48157,111
48158,108
48160,163
48161,71
48163,117
48165,196
48166,300
48167,38
48168,195
48169,221
48170,203
48171,193
48173,233
48174,142
48175,186
48176,94
48177,331
48178,228
48179,115
48181,67
48182,60
48185,170
48187,102
48188,249
48190,223
48191,97
48192,94
48193,215
48194,472
48198,560
49002,3028
49003,1789
49007,158930
49008,956
49009,464
49010,324
49011,446
49012,379
49015,14800
49017,610
49018,12090
49020,5546
49021,7383
49022,1397
49023,24135
49026,2879
49027,2149
49028,131
49029,1321
49030,1007
49035,6915
49036,771
49038,245
49041,2074
49045,614
49048,3125
49050,11125
49053,354
49054,2886
49055,2352
49056,269
49057,343
49058,886
49060,3562
49061,816
49063,6693
49064,409
49067,350
49068,1895
49069,16706
49070,704
49076,770
49080,8944
49082,958
49086,4078
49089,1081
49090,986
49092,21432
49099,55979
49100,486
49102,342
49107,483
49109,1610
49110,1918
49112,975
49113,528
49114,149
49120,1407
49121,489
49123,1787
49125,11376
49127,3433
49129,4452
49130,674
49131,741
49132,1564
49135,2230
49138,2659
49140,1553
49155,1472
49160,2723
49161,340
49163,2780
49167,4678
49170,819
49171,123
49174,1336
49176,5099
49178,897
49180,6952
49182,896
49183,4987
49188,852
49192,3281
49193,3910
49194,6030
49195,1285
49200,6477
49201,2084
49205,984
49209,443
49211,1245
49214,7782
49215,3976
49216,596
49217,785
49218,15985
49219,437
49220,3722
49221,843
49222,2058
49223,5761
49224,1001
49228,5713
49231,1491
49235,439
49236,130
49237,134
49240,1028
49241,2612
49244,18399
49246,13360
49247,2489
49248,9221
49253,1207
49257,1044
49259,2382
49260,2033
49261,8739
49262,661
49266,1256
49267,9438
49269,2854
49271,2126
49272,1106
49278,3710
49283,3704
49284,1429
49288,232
49291,381
49292,3459
49294,2954
49298,3757
49299,3088
49301,25715
49302,456
49306,1697
49307,16477
49308,2181
49310,616
49311,1351
49321,395
49323,7817
49326,831
49328,27449
49329,1386
49330,1198
49331,18295
49332,4304
49333,2972
49334,337
49336,899
49338,1456
49339,1531
49341,771
49343,3262
49344,1260
49345,5866
49347,4505
49352,1355
49353,15129
49355,3141
49358,585
49359,592
49361,1866
49362,1268
49364,1153
49367,5823
49368,2032
49369,1291
49370,487
49371,1756
49373,7966
49374,1469
49377,5745
49378,2572
49381,1843
50002,4592
50003,2891
50004,552
50006,159
50008,461
50013,395
50015,664
50016,184
50019,425
50021,76
50022,115
50023,686
50024,173
50025,10819
50026,81
50027,983
50028,104
50029,1240
50030,567
50031,2295
50032,1075
50033,145
50034,562
50036,437
50038,437
50039,130
50040,129
50041,11509
50042,438
50044,323
50045,631
50046,433
50048,565
50049,679
50050,138
50052,145
50054,195
50055,115
50058,1665
50059,325
50060,444
50062,116
50064,185
50066,2446
50069,357
50070,79
50072,218
50074,2285
50076,3542
50077,1081
50078,415
50079,418
50081,800
50082,5976
50083,607
50084,562
50085,1264
50086,329
50087,2208
50088,137
50090,621
50092,720
50093,424
50094,420
50095,1823
50096,217
50097,123
50098,637
50099,10233
50101,241
50102,764
50105,102
50106,270
50108,426
50109,1818
50110,1055
50111,1020
50112,472
50115,394
50117,363
50118,334
50120,363
50121,248
50124,168
50126,140
50129,80912
50130,433
50135,229
50137,641
50138,560
50139,4205
50142,1067
50143,893
50144,545
50145,605
50146,237
50147,9581
50148,548
50149,1200
50150,231
50151,2122
50152,228
50155,311
50156,66
50158,289
50159,697
50161,608
50162,1642
50164,1032
50165,3183
50166,342
50167,826
50168,2860
50169,104
50172,358
50174,205
50175,204
50176,360
50177,378
50178,1287
50181,338
50182,295
50183,352
50184,1788
50185,1069
50186,226
50188,1110
50190,174
50192,130
50193,221
50194,378
50195,256
50196,508
50197,1981
50198,482
50199,451
50200,815
50205,286
50207,177
50208,158
50209,1555
50210,350
50214,281
50215,3317
50216,896
50217,612
50218,13187
50219,679
50221,61
50222,806
50225,144
50227,315
50228,1137
50229,88
50230,917
50231,709
50232,491
50233,164
50234,77
50235,276
50236,4089
50237,1283
50238,463
50239,1833
50240,555
50241,186
50243,515
50246,71
50247,193
50251,375
50252,924
50253,177
50256,3323
50258,115
50259,667
50260,1730
50261,171
50262,536
50263,374
50265,198
50266,423
50267,2291
50268,254
50269,212
50270,411
50271,87
50272,1038
50273,1432
50274,1165
50275,132
50276,602
50277,605
50278,289
50279,615
50281,791
50282,308
50283,75
50285,317
50288,1323
50289,732
50290,331
50291,125
50292,2745
50294,1343
50295,145
50296,229
50297,1049
50298,659
50299,227
50300,171
50302,293
50304,202
50305,751
50310,174
50311,234
50312,138
50315,256
50317,275
50321,520
50324,114
50326,236
50327,192
50328,790
50332,726
50334,279
50335,510
50336,230
50338,303
50340,193
50341,2210
50342,829
50345,711
50347,238
50349,1409
50350,528
50351,94
50352,341
50353,29
50356,824
50357,73
50359,3194
50360,288
50361,246
50362,290
50363,1486
50364,715
50365,499
50368,70
50369,844
50370,618
50371,419
50372,183
50373,93
50374,28
50376,401
50378,643
50379,162
50382,652
50384,224
50387,366
50388,1185
50389,455
50390,157
50391,2735
50393,2706
50394,2287
50395,275
50397,216
50398,203
50399,182
50400,3300
50401,752
50402,3308
50403,1469
50405,247
50407,966
50408,582
50409,2134
50410,4396
50411,693
50412,2624
50413,580
50417,1809
50419,3264
50420,888
50421,273
50422,193
50423,207
50425,1142
50426,376
50428,517
50429,773
50430,42
50431,1084
50433,1024
50435,612
50436,1321
50437,809
50442,256
50443,526
50444,2557
50445,366
50446,557
50447,471
50448,678
50450,340
50451,129
50452,686
50453,803
50454,432
50455,981
50456,557
50457,201
50461,207
50462,377
50463,535
50464,637
50467,507
50468,785
50469,320
50471,295
50472,214
50473,397
50474,556
50475,1001
50476,226
50478,433
50479,114
50480,780
50481,918
50482,165
50483,983
50484,6182
50486,628
50487,5016
50488,643
50489,545
50490,363
50491,453
50492,2553
50493,1480
50495,80
50496,392
50498,824
50499,488
50500,666
50502,19963
50504,207
50505,714
50506,486
50507,351
50509,730
50510,606
50511,132
50512,535
50513,179
50514,308
50517,177
50518,331
50519,575
50521,158
50522,262
50523,3127
50525,329
50528,317
50529,83
50531,802
50532,4227
50533,181
50535,947
50536,158
50537,433
50538,464
50539,1835
50540,638
50541,1446
50542,497
50543,1377
50546,3315
50548,124
50549,408
50550,3749
50551,2128
50552,337
50553,348
50554,1479
50556,706
50562,1742
50563,287
50564,1351
50565,2873
50567,902
50568,477
50569,458
50570,433
50571,35
50572,196
50574,282
50575,782
50576,983
50577,319
50578,80
50579,1450
50580,474
50582,3220
50584,413
50585,1181
50587,18
50588,700
50589,301
50590,411
50591,1701
50592,2321
50593,596
50594,1064
50596,350
50597,976
50598,273
50599,1613
50601,4452
50603,802
50604,768
50606,525
50607,397
50609,130
50610,215
50612,831
50613,411
50615,7088
50616,2042
50617,333
50618,255
50619,336
50621,72
50624,503
50626,385
50628,159
50629,741
50633,122
50634,85
50637,319
50639,3919
50641,672
50643,807
50647,1178
50648,1213
51001,167
51002,1430
51003,281
51004,121
51005,178
51006,151
51007,982
51008,224
51009,845
51010,143
51012,71
51013,104
51014,304
51015,113
51016,242
51017,331
51018,920
51019,261
51020,56
51022,193
51023,272
51025,1084
51027,323
51028,1043
51029,1914
51030,5395
51031,276
51032,432
51033,254
51034,20
51035,256
51036,514
51037,340
51038,189
51039,100
51040,253
51041,107
51042,394
51043,2380
51044,812
51045,104
51046,1010
51047,47
51048,161
51049,580
51050,137
51051,223
51052,600
51053,83
51054,1295
51055,7177
51056,258
51057,78
51058,3048
51059,367
51060,174
51061,121
51062,98
51063,166
51065,645
51066,333
51068,204
51069,119
51070,227
51071,201
51072,223
51073,226
51074,1800
51075,1455
51076,450
51077,186
51078,589
51079,890
51080,191
51081,325
51082,99
51083,84
51084,79
51085,381
51086,345
51087,225
51088,455
51089,76
51090,324
51091,141
51092,361
51093,459
51094,184
51095,97
51097,179
51098,140
51099,331
51100,109
51101,697
51102,479
51103,141
51104,142
51105,1463
51106,130
51107,339
51108,45625
51109,190
51110,56
51111,155
51112,436
51113,124
51115,571
51116,283
51117,327
51118,1598
51119,519
51120,155
51121,253
51122,122
51124,50
51125,52
51126,50
51127,89
51128,56
51129,258
51130,236
51132,117
51133,63
51134,253
51135,78
51136,654
51137,226
51138,37
51139,329
51140,392
51141,793
51142,344
51143,56
51144,614
51145,231
51146,109
51147,343
51148,159
51149,453
51150,83
51151,177
51152,553
51153,1053
51154,216
51155,622
51156,125
51157,73
51158,578
51160,1422
51161,782
51162,643
51163,270
51164,151
51165,1066
51166,70
51167,151
51168,228
51169,100
51170,113
51171,1513
51172,6550
51173,125
51174,62
51175,217
51176,158
51177,209
51178,82
51179,164
51181,406
51182,96
51183,1229
51184,405
51185,300
51186,47
51187,287
51188,221
51190,68
51191,61
51192,352
51193,2473
51194,466
51195,846
51196,893
51197,81
51198,674
51199,414
51200,381
51201,130
51202,761
51203,225
51204,1402
51205,276
51206,115
51208,112
51210,1530
51211,68
51212,156
51213,62
51214,146
51215,130
51216,267
51217,2961
51218,131
51219,224
51220,141
51222,98
51223,57
51224,172
51225,307
51226,56
51227,509
51228,84
51229,126
51230,22901
51231,669
51232,421
51233,72
51234,629
51235,256
51236,142
51237,1850
51238,498
51239,106
51240,130
51241,82
51242,4951
51243,316
51244,249
51245,583
51246,228
51247,146
51248,2203
51249,394
51250,5640
51251,175
51252,526
51253,233
51254,234
51255,13
51256,348
51258,222
51259,203
51260,79
51262,1849
51263,387
51264,527
51265,602
51266,546
51267,178
51268,182
51269,275
51270,242
51272,461
51273,74
51274,120
51275,191
51276,152
51277,274
51278,280
51279,188
51280,25
51281,630
51282,1841
51283,153
51284,305
51285,144
51286,245
51287,690
51288,246
51289,444
51290,294
51291,1422
51292,131
51293,485
51294,79
51295,306
51296,79
51298,431
51299,943
51300,97
51301,117
51302,96
51303,562
51304,175
51305,128
51306,106
51307,225
51308,1910
51309,117
51310,229
51311,210
51312,967
51313,328
51314,228
51315,148
51316,278
51317,54
51318,587
51319,103
51320,318
51321,84
51322,125
51323,111
51324,114
51325,115
51326,1105
51327,182
51328,1128
51329,1366
51333,681
51334,483
51336,59
51337,274
51338,656
51339,572
51340,553
51341,36
51342,253
51343,649
51344,1500
51345,286
51346,1175
51348,117
51349,177
51350,130
51351,109
51352,894
51353,48
51354,292
51355,52
51356,156
51357,625
51358,594
51359,210
51360,296
51361,168
51362,622
51363,261
51364,67
51365,897
51367,1091
51368,53
51369,328
51370,203
51371,63
51372,537
51373,96
51374,26
51375,324
51376,154
51377,47
51378,353
51379,518
51380,3620
51381,624
51382,123
51384,415
51386,139
51387,300
51388,5199
51389,821
51390,793
51391,2184
51392,194
51393,300
51395,99
51396,146
51397,141
51398,187
51399,553
51402,273
51403,529
51404,111
51406,153
51407,425
51409,377
51410,662
51412,62
51413,889
51414,155
51415,205
51416,553
51417,383
51418,449
51419,131
51420,82
51421,102
51422,485
51423,1780
51424,208
51425,397
51426,69
51428,502
51429,208
51430,88
51431,1217
51432,855
51433,259
51434,761
51435,180
51436,942
51437,95
51438,70
51439,473
51440,1762
51441,107
51442,137
51443,124
51444,514
51445,203
51446,442
51447,499
51448,565
51449,1044
51450,434
51451,95
51452,33
51453,1063
51454,184114
51455,226
51456,61
51457,298
51458,63
51459,111
51460,200
51461,1042
51463,172
51464,326
51465,165
51466,222
51468,373
51469,116
51470,4
51471,379
51472,1050
51473,110
51474,3457
51475,62
51476,832
51477,334
51478,436
51479,247
51480,141
51482,694
51483,543
51484,283
51485,352
51486,377
51487,348
51488,351
51489,35
51490,205
51491,92
51492,1464
51493,112
51495,78
51496,273
51497,44
51498,64
51499,168
51500,118
51501,203
51502,114
51503,86
51504,835
51505,490
51506,5552
51507,4281
51508,210
51509,315
51510,129
51511,121
51512,104
51513,531
51514,108
51515,346
51516,51
51517,124
51518,640
51519,41
51520,78
51521,229
51522,423
51523,273
51524,310
51525,2123
51526,396
51527,276
51528,130
51529,418
51530,683
51531,1821
51532,582
51533,106
51534,211
51535,4880
51536,1835
51537,183
51538,111
51539,71
51542,190
51543,78
51544,658
51545,518
51546,653
51547,142
51548,625
51549,124
51550,281
51551,205
51552,269
51553,245
51555,166
51556,297
51557,475
51558,144
51559,3913
51560,112
51562,2219
51563,108
51564,623
51565,102
51566,297
51567,533
51568,307
51569,578
51570,107
51571,926
51572,244
51573,10433
51574,140
51576,1397
51577,154
51578,88
51579,180
51580,441
51581,247
51582,551
51583,195
51584,149
51585,856
51586,182
51587,237
51588,308
51589,175
51590,375
51591,179
51592,304
51594,66
51595,157
51596,377
51597,343
51598,506
51599,328
51600,99
51601,161
51602,65
51603,207
51604,261
51605,538
51607,208
51608,91
51609,866
51610,397
51611,290
51612,3508
51613,1055
51614,984
51616,236
51617,616
51618,193
51619,116
51620,180
51621,527
51622,410
51623,327
51624,654
51625,286
51626,122
51627,334
51628,127
51629,935
51630,335
51631,252
51632,243
51633,311
51634,272
51635,111
51636,513
51637,215
51638,213
51639,44
51640,214
51641,208
51642,115
51643,554
51644,318
51645,112
51646,85
51647,854
51648,391
51649,11627
51650,47
51652,58
51654,260
51655,296
51656,472
51657,247
51658,104
51659,48
51660,2619
51662,5045
51663,1712
52001,320
52002,23
52003,152
52004,13
52005,38
52006,359
52007,89
52008,877
52009,106
52011,91
52012,32
52013,126
52014,192
52015,86
52016,70
52017,743
52019,94
52021,271
52022,188
52023,160
52025,89
52027,75
52028,54
52029,142
52030,60
52031,380
52033,112
52034,148
52035,189
52037,373
52038,64
52039,89
52040,55
52042,108
52043,60
52044,564
52045,1831
52047,103
52050,1371
52051,89
52053,74
52055,117
52056,193
52057,108
52058,1878
52059,141
52060,2030
52061,293
52062,164
52063,100
52064,815
52065,66
52066,66
52067,75
52069,145
52070,126
52072,389
52074,693
52075,183
52076,462
52079,669
52082,160
52083,751
52084,42
52085,28
52087,217
52088,666
52089,76
52090,103
52091,92
52092,107
52093,2471
52094,180
52095,192
52097,50
52099,808
52101,42
52102,435
52103,115
52104,1068
52105,311
52106,124
52107,231
52108,150
52109,7
52110,159
52113,263
52114,1596
52115,101
52116,51
52118,285
52119,354
52120,196
52121,23042
52122,117
52123,1318
52124,76
52125,1214
52126,163
52127,82
52128,148
52129,122
52130,190
52131,75
52132,171
52133,71
52134,224
52135,88
52136,111
52137,22
52138,64
52140,728
52141,304
52142,73
52145,123
52146,158
52147,89
52149,95
52151,150
52155,525
52156,414
52157,13
52158,286
52159,27
52160,66
52161,72
52162,199
52163,388
52164,202
52165,199
52167,265
52168,63
52169,80
52170,173
52171,246
52172,287
52173,79
52174,38
52175,394
52177,824
52178,372
52179,22
52181,93
52182,2063
52183,40
52184,64
52185,62
52187,163
52189,411
52190,291
52193,315
52194,2066
52195,37
52196,100
52197,1394
52198,73
52199,52
52200,82
52201,69
52203,148
52204,67
52205,704
52206,158
52207,103
52208,148
52211,1472
52212,311
52213,137
52214,32
52216,48
52217,91
52218,48
52219,18
52220,143
52221,122
52222,35
52223,68
52227,225
52228,79
52229,153
52230,286
52231,93
52232,62
52233,106
52234,41
52235,264
52237,288
52240,200
52242,978
52243,121
52244,771
52245,67
52246,591
52247,215
52248,562
52249,153
52250,3083
52251,1030
52253,215
52254,88
